order_id,client_id,measurement_id,artisan_id,garment_type,fabric_type,order_complexity_score,order_status,order_date,delivery_date,delivery_days,delivered_on_time,client_age,client_location,client_gender,chest_cm,waist_cm,hip_cm,shoulder_cm,arm_length_cm,inseam_cm,recorded_at,artisan_location,years_experience,average_rating,specialty
489,267,529,81,Dress,Silk,3.86,Pending,2025-07-17 06:40:38.631838,2025-08-05 06:40:38.631838,19,0,35,Lagos,Female,90.9,73.59,104.59,37.82,50.01,92.58,2023-08-02 06:40:38.402783,Abuja,4,3.84,Bridal
490,189,367,109,Suit,Silk,3.95,Pending,2025-03-09 06:40:38.632252,2025-03-17 06:40:38.632252,8,1,53,Port Harcourt,Male,101.69,80.23,117.22,45.36,71.75,67.04,2024-02-04 06:40:38.399570,Abuja,15,4.78,Womenswear
491,86,169,52,Kaftan,Ankara,4.8,In Progress,2025-07-24 06:40:38.632660,2025-07-28 06:40:38.632660,4,1,45,Ibadan,Female,119.42,95.06,92.05,37.53,59.85,77.38,2025-01-27 06:40:38.395557,Ibadan,3,4.37,Kidswear
492,29,58,8,Suit,Ankara,1.6,Completed,2025-03-20 06:40:38.633090,2025-03-23 06:40:38.633090,3,1,20,Port Harcourt,Male,102.18,76.66,124.85,40.89,64.98,94.07,2023-06-02 06:40:38.393296,Kano,16,3.86,Womenswear
493,110,215,28,Kaftan,Linen,2.75,Completed,2025-08-01 06:40:38.633549,2025-08-20 06:40:38.633549,19,0,51,Kano,Female,94.42,66.84,115.66,49.49,62.26,83.37,2024-08-06 06:40:38.396502,Kano,5,4.56,Menswear
494,31,61,92,Agbada,Linen,4.98,Pending,2026-02-08 06:40:38.633978,2026-02-27 06:40:38.633978,19,0,30,Lagos,Female,106.73,85.25,127.22,54.0,56.11,88.09,2023-08-03 06:40:38.393351,Ibadan,17,4.49,Corporate
495,152,299,97,Dress,Ankara,3.84,Completed,2025-10-25 06:40:38.634390,2025-10-30 06:40:38.634390,5,1,30,Kano,Male,104.31,86.51,91.07,50.67,51.46,93.83,2023-11-25 06:40:38.398102,Abuja,13,3.83,Kidswear
496,17,32,85,Kaftan,Linen,4.17,Pending,2025-09-14 06:40:38.634781,2025-10-05 06:40:38.634781,21,0,54,Port Harcourt,Male,117.25,99.03,81.05,36.51,56.23,72.27,2023-09-11 06:40:38.392828,Lagos,16,4.63,Womenswear
497,246,483,36,Dress,Wool,4.24,Pending,2025-08-29 06:40:38.635228,2025-09-03 06:40:38.635228,5,1,56,Abuja,Female,80.67,108.25,114.44,41.03,53.28,71.22,2025-01-31 06:40:38.401896,Kano,19,3.91,Womenswear
498,295,587,16,Kaftan,Silk,2.27,Pending,2025-03-14 06:40:38.635621,2025-04-02 06:40:38.635621,19,0,45,Abuja,Male,92.23,92.53,126.51,46.76,66.0,87.05,2023-06-12 06:40:38.403900,Port Harcourt,12,3.65,Womenswear
499,298,594,106,Shirt,Linen,3.77,Pending,2026-01-16 06:40:38.636040,2026-01-20 06:40:38.636040,4,1,52,Port Harcourt,Male,83.59,96.11,94.96,37.29,51.36,66.31,2025-04-19 06:40:38.404062,Ibadan,14,4.95,Kidswear
500,1,1,85,Suit,Ankara,4.87,In Progress,2025-11-05 06:40:38.636483,2025-11-09 06:40:38.636483,4,1,44,Port Harcourt,Female,107.41,83.16,89.54,51.03,66.22,89.93,2025-02-11 06:40:38.392182,Lagos,16,4.63,Womenswear
501,66,126,10,Suit,Ankara,3.0,Completed,2025-12-02 06:40:38.636876,2025-12-18 06:40:38.636876,16,0,24,Abuja,Female,83.07,95.52,119.75,49.65,60.84,79.83,2024-05-31 06:40:38.394754,Kano,3,4.81,Womenswear
502,30,59,77,Kaftan,Cotton,2.17,Pending,2025-07-16 06:40:38.637348,2025-08-02 06:40:38.637348,17,0,20,Port Harcourt,Male,89.05,96.22,89.13,42.14,59.98,89.75,2024-04-14 06:40:38.393315,Abuja,9,4.11,Menswear
503,33,64,101,Agbada,Ankara,4.11,Completed,2025-10-23 06:40:38.637780,2025-11-09 06:40:38.637780,17,0,35,Port Harcourt,Male,110.78,84.45,120.83,48.77,53.21,94.3,2025-09-19 06:40:38.393404,Ibadan,15,4.88,Womenswear
504,155,305,54,Suit,Ankara,3.38,In Progress,2025-02-16 06:40:38.638196,2025-02-19 06:40:38.638196,3,1,36,Kano,Female,94.5,82.89,112.36,37.29,73.61,72.2,2024-08-29 06:40:38.398228,Ibadan,7,3.97,Womenswear
505,242,474,36,Dress,Cotton,3.27,Pending,2025-11-05 06:40:38.638601,2025-11-13 06:40:38.638601,8,1,54,Port Harcourt,Female,106.42,105.64,91.71,42.3,62.33,89.23,2024-06-21 06:40:38.401706,Kano,19,3.91,Womenswear
506,214,424,68,Kaftan,Linen,2.75,Completed,2025-05-14 06:40:38.638999,2025-05-30 06:40:38.638999,16,0,38,Ibadan,Male,90.34,103.61,96.92,45.81,63.28,71.7,2023-06-08 06:40:38.400698,Kano,2,4.59,Menswear
507,273,540,108,Agbada,Silk,2.43,Completed,2025-05-25 06:40:38.639385,2025-06-14 06:40:38.639385,20,0,59,Ibadan,Female,110.8,69.73,114.03,42.76,68.14,89.64,2024-11-02 06:40:38.403004,Lagos,19,4.74,Bridal
508,220,435,8,Suit,Cotton,4.73,In Progress,2025-11-29 06:40:38.640506,2025-12-09 06:40:38.640506,10,1,58,Kano,Female,116.96,85.91,100.57,42.46,61.75,68.17,2024-09-14 06:40:38.400892,Kano,16,3.86,Womenswear
509,292,580,65,Agbada,Cotton,4.13,Completed,2025-07-15 06:40:38.640974,2025-07-28 06:40:38.640974,13,1,22,Abuja,Female,118.89,61.35,102.99,45.12,67.01,74.97,2024-09-22 06:40:38.403776,Lagos,9,4.37,Womenswear
510,31,61,21,Suit,Ankara,4.03,In Progress,2026-01-02 06:40:38.641440,2026-01-09 06:40:38.641440,7,1,30,Lagos,Female,106.73,85.25,127.22,54.0,56.11,88.09,2023-08-03 06:40:38.393351,Lagos,18,4.11,Corporate
511,247,486,62,Shirt,Wool,4.6,Completed,2025-06-27 06:40:38.641870,2025-07-03 06:40:38.641870,6,1,41,Abuja,Male,98.99,91.2,117.72,39.88,59.88,74.81,2025-12-18 06:40:38.401948,Kano,3,4.9,Womenswear
512,182,353,10,Agbada,Silk,1.02,Completed,2025-11-13 06:40:38.642373,2025-11-29 06:40:38.642373,16,0,35,Kano,Male,111.05,76.75,94.8,52.95,57.28,94.25,2025-12-07 06:40:38.399296,Kano,3,4.81,Womenswear
513,101,199,7,Agbada,Linen,2.08,In Progress,2025-03-17 06:40:38.642859,2025-04-06 06:40:38.642859,20,0,23,Ibadan,Female,113.45,63.69,87.5,35.8,52.92,75.22,2025-10-21 06:40:38.396209,Abuja,7,4.4,Menswear
514,187,362,83,Dress,Ankara,4.93,Completed,2025-11-30 06:40:38.643272,2025-12-18 06:40:38.643272,18,0,33,Abuja,Female,86.32,69.09,109.07,53.98,56.63,92.42,2025-07-05 06:40:38.399481,Lagos,14,4.68,Bridal
515,112,219,83,Kaftan,Ankara,1.51,In Progress,2025-04-24 06:40:38.643692,2025-05-01 06:40:38.643692,7,1,45,Kano,Female,113.8,61.73,121.98,49.25,67.3,84.95,2025-09-15 06:40:38.396570,Lagos,14,4.68,Bridal
516,229,450,53,Kaftan,Cotton,1.38,Pending,2025-06-18 06:40:38.644083,2025-06-28 06:40:38.644083,10,1,26,Port Harcourt,Female,112.84,100.69,119.08,51.91,59.92,65.55,2025-02-10 06:40:38.401229,Abuja,7,3.88,Corporate
517,260,518,49,Dress,Ankara,3.67,Pending,2025-04-30 06:40:38.644470,2025-05-09 06:40:38.644470,9,1,47,Abuja,Male,119.78,82.22,95.58,39.05,57.19,93.12,2025-04-22 06:40:38.402577,Ibadan,2,4.77,Bridal
518,25,48,81,Shirt,Wool,5.0,Pending,2025-07-09 06:40:38.644866,2025-07-29 06:40:38.644866,20,0,28,Port Harcourt,Female,104.08,100.14,95.55,44.17,53.89,71.39,2024-10-15 06:40:38.393121,Abuja,4,3.84,Bridal
519,81,159,60,Kaftan,Ankara,3.58,Completed,2025-10-29 06:40:38.645283,2025-11-01 06:40:38.645283,3,1,51,Port Harcourt,Male,83.95,89.16,122.12,40.1,73.28,88.96,2023-05-27 06:40:38.395363,Ibadan,11,4.9,Bridal
520,166,322,35,Suit,Cotton,3.68,Pending,2025-09-16 06:40:38.645687,2025-09-26 06:40:38.645687,10,1,18,Port Harcourt,Male,84.31,102.28,88.4,43.36,54.05,82.01,2025-04-19 06:40:38.398541,Abuja,12,3.51,Bridal
521,257,513,99,Shirt,Linen,2.74,In Progress,2025-03-03 06:40:38.646146,2025-03-23 06:40:38.646146,20,0,55,Abuja,Female,80.38,98.83,89.05,45.72,63.65,86.4,2024-06-20 06:40:38.402487,Kano,5,3.55,Womenswear
522,232,454,3,Shirt,Linen,1.72,Pending,2025-10-09 06:40:38.646550,2025-10-12 06:40:38.646550,3,1,37,Lagos,Male,98.33,81.31,124.83,49.08,72.42,69.92,2024-09-26 06:40:38.401310,Abuja,3,3.73,Corporate
523,255,508,118,Shirt,Cotton,1.53,Completed,2025-10-19 06:40:38.646934,2025-10-28 06:40:38.646934,9,1,41,Ibadan,Female,110.86,107.46,106.2,48.86,65.79,78.41,2026-02-09 06:40:38.402392,Port Harcourt,10,4.16,Menswear
524,227,444,5,Kaftan,Cotton,2.37,In Progress,2025-09-29 06:40:38.647314,2025-10-02 06:40:38.647314,3,1,59,Abuja,Female,82.86,92.64,126.46,46.66,65.15,86.26,2025-04-01 06:40:38.401092,Lagos,17,3.83,Menswear
525,48,93,21,Agbada,Cotton,4.4,Completed,2025-06-18 06:40:38.647716,2025-07-07 06:40:38.647716,19,0,27,Lagos,Male,89.59,104.83,82.94,39.9,71.37,75.92,2025-09-18 06:40:38.393968,Lagos,18,4.11,Corporate
526,224,440,111,Suit,Cotton,4.48,In Progress,2025-02-14 06:40:38.648106,2025-03-07 06:40:38.648106,21,0,50,Kano,Male,87.09,84.2,104.73,36.95,51.65,74.83,2024-10-20 06:40:38.401017,Ibadan,17,4.68,Menswear
527,293,583,13,Shirt,Cotton,2.6,Pending,2025-03-11 06:40:38.648508,2025-04-01 06:40:38.648508,21,0,38,Lagos,Male,90.64,98.22,104.76,40.66,59.68,77.45,2025-02-19 06:40:38.403827,Ibadan,11,4.75,Corporate
528,116,228,36,Agbada,Wool,2.62,Completed,2025-02-16 06:40:38.648893,2025-02-21 06:40:38.648893,5,1,56,Lagos,Female,106.28,72.64,86.46,51.74,56.44,89.21,2025-07-02 06:40:38.396730,Kano,19,3.91,Womenswear
529,125,246,34,Kaftan,Linen,3.25,Pending,2025-06-04 06:40:38.649296,2025-06-25 06:40:38.649296,21,0,48,Port Harcourt,Female,90.46,98.91,117.14,42.21,55.21,76.25,2023-08-27 06:40:38.397105,Kano,13,3.57,Corporate
530,170,328,66,Agbada,Silk,2.2,Pending,2025-02-16 06:40:38.649679,2025-03-06 06:40:38.649679,18,0,34,Abuja,Male,110.95,108.71,115.96,50.47,53.14,89.17,2024-02-22 06:40:38.398650,Ibadan,12,4.39,Kidswear
531,280,554,46,Dress,Linen,4.07,Completed,2025-12-03 06:40:38.650064,2025-12-07 06:40:38.650064,4,1,31,Abuja,Male,90.33,96.29,97.34,36.35,74.64,84.53,2024-03-14 06:40:38.403293,Lagos,5,4.12,Womenswear
532,292,580,89,Dress,Ankara,3.59,In Progress,2025-10-17 06:40:38.650449,2025-10-27 06:40:38.650449,10,1,22,Abuja,Female,118.89,61.35,102.99,45.12,67.01,74.97,2024-09-22 06:40:38.403776,Lagos,12,4.67,Corporate
533,126,248,67,Agbada,Silk,2.83,Pending,2025-07-23 06:40:38.650833,2025-08-05 06:40:38.650833,13,1,36,Ibadan,Female,81.19,95.58,103.3,40.19,69.22,72.38,2025-08-15 06:40:38.397174,Ibadan,1,4.81,Womenswear
534,187,363,97,Kaftan,Wool,3.1,In Progress,2026-01-14 06:40:38.651239,2026-01-31 06:40:38.651239,17,0,33,Abuja,Female,114.65,74.3,124.03,54.83,63.23,71.16,2026-01-04 06:40:38.399496,Abuja,13,3.83,Kidswear
535,3,5,24,Dress,Cotton,4.97,In Progress,2025-10-22 06:40:38.651624,2025-10-28 06:40:38.651624,6,1,33,Lagos,Male,118.69,89.41,116.2,36.16,68.22,84.01,2025-03-11 06:40:38.392283,Abuja,3,3.97,Corporate
536,98,192,15,Agbada,Cotton,1.86,In Progress,2025-03-11 06:40:38.652006,2025-03-17 06:40:38.652006,6,1,49,Lagos,Male,116.4,90.47,125.8,41.78,52.16,86.61,2023-10-10 06:40:38.396087,Port Harcourt,16,4.38,Corporate
537,252,499,55,Kaftan,Ankara,3.07,Completed,2025-06-29 06:40:38.652398,2025-07-18 06:40:38.652398,19,0,43,Lagos,Male,94.13,60.41,98.51,36.49,68.29,76.86,2023-12-07 06:40:38.402219,Port Harcourt,2,4.71,Kidswear
538,284,564,44,Suit,Wool,1.87,In Progress,2026-01-27 06:40:38.652808,2026-02-06 06:40:38.652808,10,1,41,Kano,Female,93.62,93.08,100.28,37.88,56.24,68.32,2024-11-19 06:40:38.403486,Port Harcourt,17,4.28,Womenswear
539,4,7,25,Dress,Linen,4.63,Pending,2026-01-13 06:40:38.653215,2026-01-21 06:40:38.653215,8,1,53,Port Harcourt,Female,118.14,70.35,104.47,53.15,63.64,73.99,2024-10-18 06:40:38.392330,Abuja,16,4.54,Kidswear
540,12,22,57,Suit,Linen,4.94,Pending,2025-09-17 06:40:38.653605,2025-09-29 06:40:38.653605,12,1,32,Ibadan,Male,100.3,81.67,88.26,54.94,69.75,73.63,2024-05-29 06:40:38.392652,Kano,12,3.89,Kidswear
541,75,147,24,Dress,Ankara,3.67,Completed,2025-04-09 06:40:38.653987,2025-04-23 06:40:38.653987,14,1,34,Kano,Male,116.84,99.7,126.91,54.25,59.88,78.92,2023-11-09 06:40:38.395130,Abuja,3,3.97,Corporate
542,83,164,77,Suit,Silk,4.06,Completed,2025-10-04 06:40:38.654369,2025-10-07 06:40:38.654369,3,1,50,Port Harcourt,Female,82.8,103.25,121.88,40.24,73.16,80.83,2026-02-02 06:40:38.395454,Abuja,9,4.11,Menswear
543,255,507,113,Shirt,Wool,3.03,Completed,2025-07-08 06:40:38.654773,2025-07-29 06:40:38.654773,21,0,41,Ibadan,Female,94.59,87.55,122.54,41.08,70.4,88.73,2024-03-26 06:40:38.402365,Abuja,18,4.05,Womenswear
544,213,420,8,Shirt,Wool,2.07,In Progress,2025-06-13 06:40:38.655158,2025-06-23 06:40:38.655158,10,1,52,Lagos,Female,91.39,101.65,108.32,41.4,66.16,85.03,2024-07-02 06:40:38.400630,Kano,16,3.86,Womenswear
545,224,440,104,Dress,Ankara,4.73,Completed,2025-04-04 06:40:38.655538,2025-04-14 06:40:38.655538,10,1,50,Kano,Male,87.09,84.2,104.73,36.95,51.65,74.83,2024-10-20 06:40:38.401017,Lagos,17,4.01,Bridal
546,211,415,94,Agbada,Cotton,4.87,Completed,2026-01-11 06:40:38.655924,2026-01-28 06:40:38.655924,17,0,48,Port Harcourt,Female,84.82,64.51,99.64,41.81,53.65,86.38,2024-02-08 06:40:38.400542,Ibadan,5,3.52,Menswear
547,227,445,70,Dress,Linen,2.99,Pending,2025-10-02 06:40:38.656308,2025-10-15 06:40:38.656308,13,1,59,Abuja,Female,101.29,104.63,106.92,35.77,62.63,93.76,2023-10-07 06:40:38.401108,Port Harcourt,4,3.64,Womenswear
548,270,534,23,Agbada,Linen,3.23,In Progress,2025-10-23 06:40:38.656688,2025-10-30 06:40:38.656688,7,1,53,Abuja,Female,83.94,79.26,122.62,51.11,68.42,83.98,2026-01-05 06:40:38.402876,Abuja,5,4.55,Kidswear
549,297,593,102,Shirt,Cotton,3.89,In Progress,2025-12-13 06:40:38.657067,2025-12-23 06:40:38.657067,10,1,52,Abuja,Female,89.6,63.45,100.29,44.89,61.12,72.18,2025-06-30 06:40:38.404023,Abuja,13,4.74,Corporate
550,206,403,42,Dress,Silk,4.73,Completed,2026-01-11 06:40:38.657469,2026-01-29 06:40:38.657469,18,0,53,Kano,Male,83.91,84.43,85.01,45.45,73.97,75.41,2024-05-13 06:40:38.400329,Lagos,13,4.8,Bridal
551,60,115,66,Shirt,Wool,2.07,Completed,2026-02-08 06:40:38.657850,2026-02-17 06:40:38.657850,9,1,28,Kano,Male,116.57,66.06,109.76,43.27,69.08,71.54,2024-02-29 06:40:38.394540,Ibadan,12,4.39,Kidswear
552,23,43,87,Dress,Linen,1.32,Pending,2025-04-09 06:40:38.658284,2025-04-23 06:40:38.658284,14,1,35,Abuja,Male,84.71,71.29,110.0,48.35,60.6,88.33,2025-07-05 06:40:38.393026,Port Harcourt,11,4.7,Bridal
553,295,589,20,Kaftan,Silk,3.81,In Progress,2026-02-05 06:40:38.658702,2026-02-25 06:40:38.658702,20,0,45,Abuja,Male,84.42,107.16,81.98,50.38,50.53,65.38,2024-12-10 06:40:38.403932,Kano,5,4.78,Bridal
554,283,562,88,Dress,Wool,1.87,Completed,2025-12-23 06:40:38.659094,2026-01-09 06:40:38.659094,17,0,29,Ibadan,Male,112.4,100.43,115.1,41.96,74.2,86.6,2025-03-27 06:40:38.403438,Abuja,6,3.52,Bridal
555,237,464,41,Dress,Silk,3.92,In Progress,2025-06-29 06:40:38.659478,2025-07-09 06:40:38.659478,10,1,40,Port Harcourt,Female,89.01,90.73,117.02,50.37,57.78,94.44,2025-08-08 06:40:38.401529,Port Harcourt,17,4.84,Menswear
556,210,414,96,Agbada,Cotton,3.87,Pending,2025-06-19 06:40:38.659872,2025-06-27 06:40:38.659872,8,1,20,Abuja,Female,114.2,61.55,105.11,50.79,63.93,78.38,2025-06-24 06:40:38.400521,Lagos,6,4.5,Menswear
557,210,414,86,Kaftan,Ankara,2.62,Pending,2025-11-30 06:40:38.660255,2025-12-10 06:40:38.660255,10,1,20,Abuja,Female,114.2,61.55,105.11,50.79,63.93,78.38,2025-06-24 06:40:38.400521,Kano,2,4.89,Womenswear
558,157,309,19,Suit,Linen,3.08,In Progress,2025-10-11 06:40:38.660678,2025-10-22 06:40:38.660678,11,1,51,Port Harcourt,Female,90.4,83.63,125.5,54.78,63.76,88.52,2024-06-06 06:40:38.398302,Port Harcourt,19,4.71,Bridal
559,246,484,107,Dress,Wool,3.16,Pending,2025-08-03 06:40:38.661090,2025-08-19 06:40:38.661090,16,0,56,Abuja,Female,85.35,84.92,80.26,52.87,66.14,90.94,2024-09-03 06:40:38.401912,Abuja,9,3.66,Kidswear
560,107,209,85,Kaftan,Wool,4.97,Pending,2025-10-31 06:40:38.661504,2025-11-03 06:40:38.661504,3,1,26,Abuja,Male,90.44,96.05,103.24,46.44,51.58,66.45,2024-04-26 06:40:38.396397,Lagos,16,4.63,Womenswear
561,225,442,82,Kaftan,Ankara,4.42,Completed,2025-12-19 06:40:38.661904,2025-12-27 06:40:38.661904,8,1,48,Abuja,Female,109.63,82.51,80.57,49.39,66.89,94.68,2024-11-18 06:40:38.401051,Ibadan,6,4.23,Bridal
562,55,107,7,Dress,Ankara,2.8,In Progress,2025-10-19 06:40:38.662288,2025-11-03 06:40:38.662288,15,0,35,Ibadan,Female,94.54,82.26,80.15,45.5,69.64,68.76,2025-12-15 06:40:38.394366,Abuja,7,4.4,Menswear
563,52,101,99,Suit,Silk,4.69,Pending,2025-04-08 06:40:38.662670,2025-04-28 06:40:38.662670,20,0,52,Kano,Female,106.07,82.48,92.02,42.79,50.61,90.38,2024-12-25 06:40:38.394246,Kano,5,3.55,Womenswear
564,19,37,89,Suit,Cotton,4.88,Pending,2025-10-10 06:40:38.663048,2025-10-18 06:40:38.663048,8,1,53,Lagos,Female,119.11,89.82,102.14,39.3,70.89,79.14,2023-07-01 06:40:38.392917,Lagos,12,4.67,Corporate
565,48,93,61,Suit,Linen,2.56,In Progress,2026-02-08 06:40:38.663425,2026-02-20 06:40:38.663425,12,1,27,Lagos,Male,89.59,104.83,82.94,39.9,71.37,75.92,2025-09-18 06:40:38.393968,Lagos,1,4.67,Menswear
566,210,413,1,Shirt,Cotton,4.14,In Progress,2025-04-06 06:40:38.663809,2025-04-22 06:40:38.663809,16,0,20,Abuja,Female,114.76,106.7,105.07,42.32,55.21,93.92,2025-12-24 06:40:38.400504,Kano,16,4.34,Kidswear
567,268,530,21,Shirt,Linen,4.36,Pending,2025-11-29 06:40:38.664199,2025-12-03 06:40:38.664199,4,1,33,Abuja,Female,103.08,86.73,108.9,42.23,67.4,69.25,2025-04-04 06:40:38.402803,Lagos,18,4.11,Corporate
568,292,581,43,Dress,Silk,2.08,Pending,2025-03-18 06:40:38.664589,2025-03-22 06:40:38.664589,4,1,22,Abuja,Female,110.07,98.06,118.97,47.91,52.88,93.25,2023-08-22 06:40:38.403792,Port Harcourt,9,4.64,Kidswear
569,68,130,6,Kaftan,Linen,3.59,Completed,2025-10-14 06:40:38.664970,2025-10-18 06:40:38.664970,4,1,38,Port Harcourt,Female,81.76,90.67,111.87,45.45,51.9,88.19,2023-06-26 06:40:38.394825,Kano,6,4.52,Corporate
570,206,404,69,Dress,Silk,4.46,Completed,2025-03-14 06:40:38.665395,2025-03-17 06:40:38.665395,3,1,53,Kano,Male,112.35,102.25,121.78,40.94,52.93,86.84,2023-06-25 06:40:38.400345,Abuja,8,3.66,Bridal
571,296,590,79,Shirt,Wool,3.12,Pending,2025-05-31 06:40:38.665780,2025-06-13 06:40:38.665780,13,1,21,Port Harcourt,Male,95.63,71.87,99.85,51.65,71.24,84.57,2023-09-01 06:40:38.403951,Port Harcourt,3,4.65,Bridal
572,273,542,41,Dress,Linen,1.35,In Progress,2026-02-12 06:40:38.666173,2026-02-22 06:40:38.666173,10,1,59,Ibadan,Female,100.52,64.47,95.71,48.52,52.81,85.28,2025-11-01 06:40:38.403036,Port Harcourt,17,4.84,Menswear
573,89,174,34,Agbada,Silk,4.63,In Progress,2025-02-23 06:40:38.666560,2025-03-11 06:40:38.666560,16,0,30,Port Harcourt,Male,101.24,73.91,116.52,54.39,69.3,83.38,2024-01-26 06:40:38.395664,Kano,13,3.57,Corporate
574,279,552,91,Dress,Ankara,3.7,Pending,2025-03-10 06:40:38.666957,2025-03-14 06:40:38.666957,4,1,31,Kano,Female,95.07,69.8,102.47,36.46,56.04,66.93,2023-12-26 06:40:38.403258,Kano,18,4.43,Corporate
575,48,93,11,Dress,Cotton,1.46,Pending,2025-05-09 06:40:38.667345,2025-05-12 06:40:38.667345,3,1,27,Lagos,Male,89.59,104.83,82.94,39.9,71.37,75.92,2025-09-18 06:40:38.393968,Ibadan,7,4.69,Kidswear
576,257,514,87,Suit,Linen,1.52,In Progress,2025-08-11 06:40:38.667730,2025-08-29 06:40:38.667730,18,0,55,Abuja,Female,83.27,78.64,105.43,35.9,51.26,78.14,2024-12-02 06:40:38.402503,Port Harcourt,11,4.7,Bridal
577,134,264,55,Shirt,Ankara,3.7,In Progress,2025-08-29 06:40:38.668141,2025-09-19 06:40:38.668141,21,0,30,Abuja,Male,113.13,99.68,111.96,48.21,73.91,79.0,2025-06-12 06:40:38.397461,Port Harcourt,2,4.71,Kidswear
578,264,526,30,Kaftan,Linen,3.88,Completed,2025-03-21 06:40:38.668550,2025-04-07 06:40:38.668550,17,0,58,Abuja,Male,96.54,93.33,100.62,42.87,64.08,83.76,2023-08-26 06:40:38.402724,Lagos,3,4.7,Kidswear
579,233,455,84,Shirt,Cotton,2.12,Pending,2025-11-18 06:40:38.668946,2025-11-26 06:40:38.668946,8,1,31,Port Harcourt,Male,107.96,106.51,85.5,51.54,74.13,70.08,2025-11-06 06:40:38.401357,Port Harcourt,8,4.25,Menswear
580,12,22,66,Suit,Wool,4.07,In Progress,2025-06-14 06:40:38.669352,2025-06-18 06:40:38.669352,4,1,32,Ibadan,Male,100.3,81.67,88.26,54.94,69.75,73.63,2024-05-29 06:40:38.392652,Ibadan,12,4.39,Kidswear
581,14,26,118,Agbada,Wool,1.87,In Progress,2026-02-03 06:40:38.669745,2026-02-19 06:40:38.669745,16,0,18,Ibadan,Male,80.07,86.5,102.5,35.66,68.65,77.08,2024-10-07 06:40:38.392722,Port Harcourt,10,4.16,Menswear
582,83,164,10,Shirt,Ankara,4.86,Pending,2025-06-23 06:40:38.670132,2025-06-27 06:40:38.670132,4,1,50,Port Harcourt,Female,82.8,103.25,121.88,40.24,73.16,80.83,2026-02-02 06:40:38.395454,Kano,3,4.81,Womenswear
583,36,68,109,Dress,Wool,4.14,In Progress,2026-01-27 06:40:38.670513,2026-02-01 06:40:38.670513,5,1,50,Kano,Female,107.32,104.43,122.88,49.22,50.14,83.4,2023-08-30 06:40:38.393481,Abuja,15,4.78,Womenswear
584,197,385,58,Dress,Cotton,3.98,Completed,2025-11-19 06:40:38.670898,2025-12-05 06:40:38.670898,16,0,42,Lagos,Female,94.34,104.94,102.82,51.13,67.23,80.65,2024-07-17 06:40:38.399918,Ibadan,12,4.98,Menswear
585,274,543,13,Suit,Silk,4.66,Pending,2025-11-10 06:40:38.671290,2025-11-14 06:40:38.671290,4,1,24,Ibadan,Male,89.82,61.69,128.49,47.45,59.93,67.22,2026-02-07 06:40:38.403077,Ibadan,11,4.75,Corporate
586,134,264,45,Kaftan,Silk,4.1,In Progress,2025-05-25 06:40:38.671670,2025-06-05 06:40:38.671670,11,1,30,Abuja,Male,113.13,99.68,111.96,48.21,73.91,79.0,2025-06-12 06:40:38.397461,Lagos,12,4.86,Womenswear
587,297,592,111,Agbada,Silk,2.08,In Progress,2026-02-14 06:40:38.672050,2026-02-18 06:40:38.672050,4,1,52,Abuja,Female,95.29,61.17,90.16,53.29,56.3,90.9,2025-03-02 06:40:38.403987,Ibadan,17,4.68,Menswear
588,98,192,101,Agbada,Cotton,4.23,Completed,2025-07-21 06:40:38.672458,2025-08-04 06:40:38.672458,14,1,49,Lagos,Male,116.4,90.47,125.8,41.78,52.16,86.61,2023-10-10 06:40:38.396087,Ibadan,15,4.88,Womenswear
589,147,289,23,Dress,Ankara,4.25,In Progress,2025-02-20 06:40:38.672883,2025-02-25 06:40:38.672883,5,1,24,Lagos,Male,119.09,68.44,122.61,38.63,58.52,89.5,2025-01-07 06:40:38.397905,Abuja,5,4.55,Kidswear
590,57,110,4,Dress,Wool,4.57,Pending,2025-10-01 06:40:38.673290,2025-10-14 06:40:38.673290,13,1,21,Abuja,Male,119.67,83.49,117.34,47.48,51.92,89.55,2025-12-21 06:40:38.394429,Kano,12,4.84,Corporate
591,61,116,21,Agbada,Ankara,2.01,In Progress,2025-11-25 06:40:38.673713,2025-11-29 06:40:38.673713,4,1,39,Ibadan,Female,97.89,75.99,100.83,37.49,64.57,73.37,2023-09-01 06:40:38.394559,Lagos,18,4.11,Corporate
592,59,113,31,Agbada,Wool,1.95,Completed,2025-05-22 06:40:38.674115,2025-06-01 06:40:38.674115,10,1,20,Abuja,Female,98.35,76.55,122.35,48.34,56.53,79.48,2024-07-03 06:40:38.394505,Port Harcourt,15,3.75,Womenswear
593,273,540,113,Shirt,Cotton,3.68,Completed,2026-01-28 06:40:38.674522,2026-02-17 06:40:38.674522,20,0,59,Ibadan,Female,110.8,69.73,114.03,42.76,68.14,89.64,2024-11-02 06:40:38.403004,Abuja,18,4.05,Womenswear
594,43,82,108,Dress,Wool,1.03,Pending,2025-06-09 06:40:38.674941,2025-06-19 06:40:38.674941,10,1,45,Port Harcourt,Female,95.35,97.52,81.7,36.76,56.18,78.81,2025-07-16 06:40:38.393760,Lagos,19,4.74,Bridal
595,197,383,3,Agbada,Wool,1.05,In Progress,2025-10-04 06:40:38.675326,2025-10-10 06:40:38.675326,6,1,42,Lagos,Female,116.11,105.98,81.98,39.11,69.25,91.84,2023-10-02 06:40:38.399875,Abuja,3,3.73,Corporate
